"car_id","timestamp","province","city"
"000296635f69235776b63d06401b3bbd",2025-09-27 09:55:40.890000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 09:56:20.817000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 09:56:32.744000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 10:02:47.281000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 10:04:56.114000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 10:08:08.482000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 10:14:15.823000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 10:16:10,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 10:16:48.597000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 10:17:02.572000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 10:41:56.238000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 10:42:30.876000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 10:45:39.644000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 10:47:05.946000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 10:49:59.896000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:03:56.697000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:04:27.173000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:07:37.206000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:10:25.671000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:16:21.621000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:16:42.032000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:17:40.441000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:19:08.687000000,کرمانشاه,
